,clean_machine,process_number,label,time_frame,filename,vibration_data
M02_OP03_good_Aug_2019_M02_Aug_2019_OP03_015,M02,OP03,good,Aug_2019,M02_Aug_2019_OP03_015.h5,"[[ 9.000e+00  4.200e+01 -1.040e+03]
 [ 0.000e+00 -9.000e+00 -1.018e+03]
 [ 3.000e+00  2.100e+01 -1.036e+03]
 ...
 [ 1.500e+01 -1.000e+00 -1.034e+03]
 [ 3.000e+00  2.900e+01 -1.046e+03]
 [ 2.100e+01  0.000e+00 -1.026e+03]]"
M02_OP03_good_Aug_2019_M02_Aug_2019_OP03_016,M02,OP03,good,Aug_2019,M02_Aug_2019_OP03_016.h5,"[[    7.    23. -1024.]
 [   17.    -3. -1034.]
 [    5.    40. -1028.]
 ...
 [    9.    29. -1038.]
 [   11.     9. -1020.]
 [   19.     7. -1042.]]"
M02_OP03_good_Aug_2020_M02_Aug_2020_OP03_000,M02,OP03,good,Aug_2020,M02_Aug_2020_OP03_000.h5,"[[   11    19 -1056]
 [    3     0 -1016]
 [   15     0 -1046]
 ...
 [   19    -9 -1020]
 [    5    33 -1038]
 [    9     3 -1013]]"
M02_OP03_good_Aug_2020_M02_Aug_2020_OP03_001,M02,OP03,good,Aug_2020,M02_Aug_2020_OP03_001.h5,"[[    7    -7 -1020]
 [   13    44 -1040]
 [    9   -21 -1030]
 ...
 [    9   -11 -1022]
 [   17    27 -1052]
 [    9    25 -1022]]"
M02_OP03_good_Aug_2020_M02_Aug_2020_OP03_002,M02,OP03,good,Aug_2020,M02_Aug_2020_OP03_002.h5,"[[   13    -5 -1038]
 [    3    33 -1034]
 [    9   -37 -1032]
 ...
 [    3    29 -1024]
 [   23     0 -1036]
 [    7    21 -1050]]"
M02_OP03_good_Aug_2020_M02_Aug_2020_OP03_003,M02,OP03,good,Aug_2020,M02_Aug_2020_OP03_003.h5,"[[   15     1 -1030]
 [    3    42 -1046]
 [   15   -27 -1038]
 ...
 [   19    19 -1044]
 [   15     9 -1030]
 [   17    -7 -1036]]"
M02_OP03_good_Aug_2021_M02_Aug_2021_OP03_000,M02,OP03,good,Aug_2021,M02_Aug_2021_OP03_000.h5,"[[   19   -35 -1038]
 [   -5    40 -1032]
 [    9   -29 -1030]
 ...
 [   -5    37 -1020]
 [   19   -29 -1040]
 [   11    21 -1038]]"
M02_OP03_good_Feb_2019_M02_Feb_2019_OP03_000,M02,OP03,good,Feb_2019,M02_Feb_2019_OP03_000.h5,"[[ 0.000e+00 -3.000e+00 -1.052e+03]
 [ 0.000e+00  3.100e+01 -1.046e+03]
 [ 9.000e+00 -1.700e+01 -1.038e+03]
 ...
 [-1.000e+00 -3.000e+00 -1.056e+03]
 [ 3.000e+00  1.700e+01 -1.048e+03]
 [-1.000e+00  1.500e+01 -1.038e+03]]"
M02_OP03_good_Feb_2020_M02_Feb_2020_OP03_000,M02,OP03,good,Feb_2020,M02_Feb_2020_OP03_000.h5,"[[   11    48 -1038]
 [   13    -5 -1022]
 [   17    25 -1046]
 ...
 [    9    56 -1034]
 [   13   -25 -1016]
 [    3    29 -1034]]"
M02_OP03_good_Feb_2020_M02_Feb_2020_OP03_001,M02,OP03,good,Feb_2020,M02_Feb_2020_OP03_001.h5,"[[   13    27 -1040]
 [   21   -31 -1032]
 [   13    39 -1048]
 ...
 [    5     0 -1024]
 [   -1    44 -1036]
 [    9     1 -1016]]"
M02_OP03_good_Feb_2020_M02_Feb_2020_OP03_002,M02,OP03,good,Feb_2020,M02_Feb_2020_OP03_002.h5,"[[    9    -3 -1034]
 [    9    46 -1046]
 [   17   -23 -1024]
 ...
 [    9    -1 -1013]
 [    3    17 -1030]
 [    5    42 -1028]]"
M02_OP03_good_Feb_2020_M02_Feb_2020_OP03_003,M02,OP03,good,Feb_2020,M02_Feb_2020_OP03_003.h5,"[[    9     0 -1016]
 [   19    17 -1026]
 [    7    21 -1026]
 ...
 [   15    33 -1048]
 [   11    -3 -1020]
 [   15    25 -1040]]"
M02_OP03_good_Feb_2020_M02_Feb_2020_OP03_004,M02,OP03,good,Feb_2020,M02_Feb_2020_OP03_004.h5,"[[   19    29 -1044]
 [    5     9 -1016]
 [   15    -3 -1034]
 ...
 [   13    25 -1050]
 [    9    19 -1032]
 [   13    -9 -1042]]"
M02_OP04_bad_Aug_2019_M02_Aug_2019_OP04_000,M02,OP04,bad,Aug_2019,M02_Aug_2019_OP04_000.h5,"[[   17.  -160.  -882.]
 [   80.   -93.  -995.]
 [   50.   197.  -983.]
 ...
 [  -35.  -103.  -895.]
 [   23.   -89. -1018.]
 [  -66.   136. -1155.]]"
M02_OP04_bad_Feb_2019_M02_Feb_2019_OP04_000,M02,OP04,bad,Feb_2019,M02_Feb_2019_OP04_000.h5,"[[ 7.000e+00  8.900e+01 -1.024e+03]
 [ 9.300e+01  1.320e+02 -1.194e+03]
 [ 8.700e+01 -1.650e+02 -8.410e+02]
 ...
 [-2.100e+01 -5.000e+00 -1.057e+03]
 [-1.000e+00  1.110e+02 -1.110e+03]
 [-1.500e+01  8.700e+01 -1.136e+03]]"
M02_OP04_bad_Feb_2019_M02_Feb_2019_OP04_002,M02,OP04,bad,Feb_2019,M02_Feb_2019_OP04_002.h5,"[[  -50.    97. -1054.]
 [  113.  -187.  -983.]
 [   17.    89. -1151.]
 ...
 [   64.   -40. -1120.]
 [   -3.  -158.  -972.]
 [  -83.   101. -1020.]]"
M02_OP04_good_Aug_2019_M02_Aug_2019_OP04_000,M02,OP04,good,Aug_2019,M02_Aug_2019_OP04_000.h5,"[[ 1.900e+01 -5.000e+00 -1.040e+03]
 [ 1.100e+01  2.500e+01 -1.034e+03]
 [ 1.300e+01  1.000e+00 -1.036e+03]
 ...
 [ 9.000e+00  2.900e+01 -1.036e+03]
 [ 1.700e+01 -1.300e+01 -1.034e+03]
 [ 3.000e+00  1.900e+01 -1.032e+03]]"
M02_OP04_good_Aug_2019_M02_Aug_2019_OP04_001,M02,OP04,good,Aug_2019,M02_Aug_2019_OP04_001.h5,"[[    5.     7. -1022.]
 [   15.     9. -1034.]
 [    3.    21. -1026.]
 ...
 [    9.    27. -1028.]
 [   21.    -3. -1018.]
 [    5.    13. -1032.]]"
M02_OP04_good_Aug_2019_M02_Aug_2019_OP04_002,M02,OP04,good,Aug_2019,M02_Aug_2019_OP04_002.h5,"[[ 2.100e+01  1.000e+00 -1.030e+03]
 [ 1.700e+01  1.100e+01 -1.036e+03]
 [ 1.100e+01  1.300e+01 -1.034e+03]
 ...
 [ 1.100e+01 -7.000e+00 -1.028e+03]
 [ 1.300e+01  1.700e+01 -1.032e+03]
 [ 0.000e+00  1.900e+01 -1.022e+03]]"
M02_OP04_good_Aug_2019_M02_Aug_2019_OP04_003,M02,OP04,good,Aug_2019,M02_Aug_2019_OP04_003.h5,"[[ 1.700e+01  1.900e+01 -1.042e+03]
 [ 9.000e+00  3.000e+00 -1.036e+03]
 [ 1.900e+01  5.000e+00 -1.034e+03]
 ...
 [ 1.500e+01 -1.100e+01 -1.030e+03]
 [ 1.000e+00  1.900e+01 -1.044e+03]
 [ 1.100e+01 -5.000e+00 -1.030e+03]]"
M02_OP04_good_Aug_2019_M02_Aug_2019_OP04_004,M02,OP04,good,Aug_2019,M02_Aug_2019_OP04_004.h5,"[[    9.    11. -1036.]
 [   17.     9. -1036.]
 [    9.    29. -1034.]
 ...
 [   -3.    27. -1034.]
 [   13.     3. -1024.]
 [   11.    35. -1026.]]"
M02_OP04_good_Aug_2019_M02_Aug_2019_OP04_005,M02,OP04,good,Aug_2019,M02_Aug_2019_OP04_005.h5,"[[ 1.300e+01 -3.000e+00 -1.018e+03]
 [ 5.000e+00  2.100e+01 -1.038e+03]
 [ 3.000e+00  1.000e+00 -1.026e+03]
 ...
 [ 5.000e+00 -9.000e+00 -1.020e+03]
 [ 0.000e+00  3.900e+01 -1.020e+03]
 [ 1.900e+01  3.000e+00 -1.007e+03]]"
M02_OP04_good_Aug_2019_M02_Aug_2019_OP04_006,M02,OP04,good,Aug_2019,M02_Aug_2019_OP04_006.h5,"[[ 5.000e+00  2.700e+01 -1.036e+03]
 [ 9.000e+00  7.000e+00 -1.026e+03]
 [ 1.700e+01  1.300e+01 -1.036e+03]
 ...
 [ 7.000e+00  9.000e+00 -1.022e+03]
 [ 1.900e+01 -1.700e+01 -1.030e+03]
 [-1.000e+00  1.700e+01 -1.026e+03]]"
M02_OP04_good_Aug_2019_M02_Aug_2019_OP04_007,M02,OP04,good,Aug_2019,M02_Aug_2019_OP04_007.h5,"[[   19.     0. -1032.]
 [   15.    23. -1046.]
 [    9.    23. -1032.]
 ...
 [    5.    29. -1034.]
 [   15.     5. -1034.]
 [   15.    17. -1036.]]"
M02_OP04_good_Aug_2019_M02_Aug_2019_OP04_008,M02,OP04,good,Aug_2019,M02_Aug_2019_OP04_008.h5,"[[ 9.000e+00  1.300e+01 -1.028e+03]
 [ 1.100e+01  1.100e+01 -1.044e+03]
 [ 7.000e+00  2.300e+01 -1.022e+03]
 ...
 [ 9.000e+00  1.900e+01 -1.028e+03]
 [ 1.300e+01 -1.000e+00 -1.038e+03]
 [ 7.000e+00  1.900e+01 -1.036e+03]]"
M02_OP04_good_Aug_2019_M02_Aug_2019_OP04_009,M02,OP04,good,Aug_2019,M02_Aug_2019_OP04_009.h5,"[[ 7.000e+00  0.000e+00 -1.034e+03]
 [ 5.000e+00  2.700e+01 -1.044e+03]
 [ 7.000e+00  0.000e+00 -1.032e+03]
 ...
 [ 1.500e+01 -7.000e+00 -1.024e+03]
 [ 1.000e+00  2.300e+01 -1.030e+03]
 [ 1.500e+01 -1.300e+01 -1.026e+03]]"
M02_OP04_good_Aug_2019_M02_Aug_2019_OP04_010,M02,OP04,good,Aug_2019,M02_Aug_2019_OP04_010.h5,"[[ 7.000e+00  3.100e+01 -1.042e+03]
 [ 9.000e+00  1.000e+00 -1.038e+03]
 [ 3.000e+00  1.500e+01 -1.042e+03]
 ...
 [ 9.000e+00  2.700e+01 -1.028e+03]
 [ 5.000e+00  9.000e+00 -1.018e+03]
 [ 1.000e+00 -7.000e+00 -1.032e+03]]"
M02_OP04_good_Aug_2020_M02_Aug_2020_OP04_000,M02,OP04,good,Aug_2020,M02_Aug_2020_OP04_000.h5,"[[    9    25 -1028]
 [   19   -15 -1044]
 [    9    46 -1038]
 ...
 [   15    33 -1026]
 [   11   -17 -1038]
 [    9    35 -1028]]"
M02_OP04_good_Aug_2020_M02_Aug_2020_OP04_001,M02,OP04,good,Aug_2020,M02_Aug_2020_OP04_001.h5,"[[   19    -3 -1044]
 [    1    31 -1032]
 [    7   -23 -1036]
 ...
 [   17    33 -1046]
 [    9    17 -1028]
 [   13    -3 -1046]]"
M02_OP04_good_Aug_2020_M02_Aug_2020_OP04_002,M02,OP04,good,Aug_2020,M02_Aug_2020_OP04_002.h5,"[[   13     0 -1048]
 [    1    23 -1036]
 [   19   -27 -1026]
 ...
 [    3    -9 -1030]
 [    0    48 -1028]
 [    5   -17 -1015]]"
M02_OP04_good_Aug_2020_M02_Aug_2020_OP04_003,M02,OP04,good,Aug_2020,M02_Aug_2020_OP04_003.h5,"[[   17    13 -1050]
 [   11    17 -1024]
 [   17   -23 -1044]
 ...
 [    0    37 -1038]
 [   13   -19 -1016]
 [   -1    19 -1034]]"
M02_OP04_good_Aug_2020_M02_Aug_2020_OP04_004,M02,OP04,good,Aug_2020,M02_Aug_2020_OP04_004.h5,"[[    7   -15 -1030]
 [   17     0 -1040]
 [   13    19 -1036]
 ...
 [   13    29 -1038]
 [   17   -19 -1034]
 [   15    13 -1038]]"
M02_OP04_good_Aug_2021_M02_Aug_2021_OP04_000,M02,OP04,good,Aug_2021,M02_Aug_2021_OP04_000.h5,"[[    5     0 -1050]
 [   -5    27 -1028]
 [    3   -23 -1044]
 ...
 [    3   -29 -1042]
 [    3    19 -1038]
 [    0    11 -1028]]"
M02_OP04_good_Aug_2021_M02_Aug_2021_OP04_001,M02,OP04,good,Aug_2021,M02_Aug_2021_OP04_001.h5,"[[    5     0 -1040]
 [   -5    35 -1016]
 [   11   -33 -1032]
 ...
 [   -5    19 -1020]
 [   15   -17 -1036]
 [   -1    29 -1036]]"
M02_OP04_good_Aug_2021_M02_Aug_2021_OP04_002,M02,OP04,good,Aug_2021,M02_Aug_2021_OP04_002.h5,"[[   13    33 -1032]
 [   19   -11 -1020]
 [   35     9 -1036]
 ...
 [   13    17 -1016]
 [    9    -7 -1044]
 [    5    31 -1020]]"
M02_OP04_good_Aug_2021_M02_Aug_2021_OP04_003,M02,OP04,good,Aug_2021,M02_Aug_2021_OP04_003.h5,"[[    7    23 -1046]
 [    1    11 -1020]
 [   19   -27 -1046]
 ...
 [    1     9 -1038]
 [   -3    29 -1030]
 [    9    -5 -1048]]"
M02_OP04_good_Feb_2019_M02_Feb_2019_OP04_000,M02,OP04,good,Feb_2019,M02_Feb_2019_OP04_000.h5,"[[ 9.000e+00 -9.000e+00 -1.061e+03]
 [ 9.000e+00  2.300e+01 -1.052e+03]
 [ 1.100e+01  1.000e+00 -1.050e+03]
 ...
 [ 2.500e+01  5.000e+00 -1.052e+03]
 [ 1.100e+01  1.700e+01 -1.044e+03]
 [ 9.000e+00 -1.500e+01 -1.052e+03]]"
M02_OP04_good_Feb_2019_M02_Feb_2019_OP04_001,M02,OP04,good,Feb_2019,M02_Feb_2019_OP04_001.h5,"[[ 1.500e+01  7.000e+00 -1.050e+03]
 [ 1.000e+00  7.000e+00 -1.042e+03]
 [ 3.000e+00 -1.100e+01 -1.048e+03]
 ...
 [ 9.000e+00 -3.000e+00 -1.056e+03]
 [ 1.100e+01  7.000e+00 -1.052e+03]
 [ 3.000e+00  7.000e+00 -1.052e+03]]"
M02_OP04_good_Feb_2019_M02_Feb_2019_OP04_002,M02,OP04,good,Feb_2019,M02_Feb_2019_OP04_002.h5,"[[ 1.100e+01  1.000e+00 -1.056e+03]
 [-1.000e+00  7.000e+00 -1.054e+03]
 [ 0.000e+00 -9.000e+00 -1.052e+03]
 ...
 [ 0.000e+00  1.900e+01 -1.046e+03]
 [ 1.000e+00 -3.000e+00 -1.044e+03]
 [ 9.000e+00  2.100e+01 -1.046e+03]]"
M02_OP04_good_Feb_2021_M02_Feb_2021_OP04_000,M02,OP04,good,Feb_2021,M02_Feb_2021_OP04_000.h5,"[[    7   -13 -1018]
 [    0    17 -1034]
 [   11    13 -1015]
 ...
 [    9    -5 -1032]
 [    7    33 -1016]
 [    3     5 -1036]]"
M02_OP04_good_Feb_2021_M02_Feb_2021_OP04_001,M02,OP04,good,Feb_2021,M02_Feb_2021_OP04_001.h5,"[[    1    13 -1040]
 [   -7    19 -1018]
 [    5   -15 -1046]
 ...
 [   13   -23 -1020]
 [    9    23 -1022]
 [   11     5 -1015]]"
M02_OP04_good_Feb_2021_M02_Feb_2021_OP04_002,M02,OP04,good,Feb_2021,M02_Feb_2021_OP04_002.h5,"[[    1    37 -1032]
 [    7   -19 -1030]
 [    9    21 -1034]
 ...
 [    1    27 -1036]
 [   11     0 -1034]
 [    9     9 -1054]]"
M02_OP04_good_Feb_2021_M02_Feb_2021_OP04_003,M02,OP04,good,Feb_2021,M02_Feb_2021_OP04_003.h5,"[[   17   -21 -1038]
 [    3    37 -1028]
 [    5    -9 -1026]
 ...
 [   -1    29 -1013]
 [    5   -27 -1046]
 [   -3    37 -1030]]"
M02_OP04_good_Feb_2021_M02_Feb_2021_OP04_004,M02,OP04,good,Feb_2021,M02_Feb_2021_OP04_004.h5,"[[   -7    15 -1044]
 [   -7    29 -1009]
 [   19    -7 -1048]
 ...
 [    9    35 -1016]
 [   21   -23 -1034]
 [    1    23 -1040]]"
M02_OP04_good_Feb_2021_M02_Feb_2021_OP04_005,M02,OP04,good,Feb_2021,M02_Feb_2021_OP04_005.h5,"[[    9    37 -1028]
 [   25   -11 -1030]
 [    3    25 -1042]
 ...
 [   15    -3 -1050]
 [    3    37 -1026]
 [   11    -7 -1036]]"
M02_OP05_bad_Feb_2019_M02_Feb_2019_OP05_000,M02,OP05,bad,Feb_2019,M02_Feb_2019_OP05_000.h5,"[[   42.    19.  -858.]
 [   35.     3. -1149.]
 [  -39.   140. -1122.]
 ...
 [  -25.   105. -1059.]
 [   72.   -64.  -976.]
 [  152.   -15. -1044.]]"
M02_OP05_bad_Feb_2019_M02_Feb_2019_OP05_001,M02,OP05,bad,Feb_2019,M02_Feb_2019_OP05_001.h5,"[[  -52.    81. -1095.]
 [  -85.   -56.  -972.]
 [  -35.   142. -1071.]
 ...
 [  -42.   150. -1132.]
 [  165.    25. -1015.]
 [  366.   -97. -1007.]]"
M02_OP05_good_Aug_2019_M02_Aug_2019_OP05_000,M02,OP05,good,Aug_2019,M02_Aug_2019_OP05_000.h5,"[[ 1.700e+01  1.900e+01 -1.050e+03]
 [ 1.300e+01  1.000e+00 -1.028e+03]
 [ 1.900e+01  1.000e+00 -1.032e+03]
 ...
 [-3.000e+00 -1.500e+01 -1.036e+03]
 [ 5.000e+00  2.900e+01 -1.036e+03]
 [ 2.300e+01 -7.000e+00 -1.028e+03]]"
M02_OP05_good_Aug_2019_M02_Aug_2019_OP05_001,M02,OP05,good,Aug_2019,M02_Aug_2019_OP05_001.h5,"[[   19.    29. -1030.]
 [   15.     5. -1026.]
 [   19.    17. -1030.]
 ...
 [   17.     9. -1036.]
 [    7.     9. -1024.]
 [   11.   -27. -1042.]]"
M02_OP05_good_Aug_2019_M02_Aug_2019_OP05_002,M02,OP05,good,Aug_2019,M02_Aug_2019_OP05_002.h5,"[[ 1.700e+01 -1.100e+01 -1.038e+03]
 [-1.100e+01  2.500e+01 -1.040e+03]
 [ 1.000e+00  1.300e+01 -1.026e+03]
 ...
 [ 1.700e+01  3.100e+01 -1.046e+03]
 [ 7.000e+00  1.000e+00 -1.024e+03]
 [ 2.700e+01 -7.000e+00 -1.044e+03]]"
M02_OP05_good_Aug_2019_M02_Aug_2019_OP05_003,M02,OP05,good,Aug_2019,M02_Aug_2019_OP05_003.h5,"[[   11.     3. -1026.]
 [   11.    15. -1034.]
 [   11.    17. -1026.]
 ...
 [   -9.    27. -1024.]
 [    5.   -11. -1020.]
 [    5.    21. -1036.]]"
M02_OP05_good_Aug_2019_M02_Aug_2019_OP05_004,M02,OP05,good,Aug_2019,M02_Aug_2019_OP05_004.h5,"[[    5.    27. -1034.]
 [    5.     0. -1032.]
 [    9.    23. -1050.]
 ...
 [   -3.   -27. -1015.]
 [   15.    27. -1020.]
 [   17.   -29. -1016.]]"
M02_OP05_good_Aug_2019_M02_Aug_2019_OP05_005,M02,OP05,good,Aug_2019,M02_Aug_2019_OP05_005.h5,"[[ 1.500e+01  9.000e+00 -1.032e+03]
 [ 3.000e+00  2.700e+01 -1.046e+03]
 [ 1.700e+01 -7.000e+00 -1.038e+03]
 ...
 [ 0.000e+00  2.500e+01 -1.038e+03]
 [ 1.700e+01 -1.000e+00 -1.026e+03]
 [ 9.000e+00  3.100e+01 -1.028e+03]]"
M02_OP05_good_Aug_2019_M02_Aug_2019_OP05_006,M02,OP05,good,Aug_2019,M02_Aug_2019_OP05_006.h5,"[[ 7.000e+00  9.300e+01 -1.020e+03]
 [ 9.000e+00  7.800e+01 -1.011e+03]
 [-1.000e+00  1.170e+02 -1.028e+03]
 ...
 [ 1.700e+01  7.000e+00 -1.032e+03]
 [-3.000e+00  3.100e+01 -1.028e+03]
 [ 7.000e+00 -5.000e+00 -1.026e+03]]"
M02_OP05_good_Aug_2019_M02_Aug_2019_OP05_007,M02,OP05,good,Aug_2019,M02_Aug_2019_OP05_007.h5,"[[ 1.000e+00  2.500e+01 -1.024e+03]
 [ 9.000e+00 -7.000e+00 -1.034e+03]
 [ 1.700e+01  2.300e+01 -1.030e+03]
 ...
 [ 9.000e+00 -3.300e+01 -1.030e+03]
 [ 1.100e+01  4.400e+01 -1.044e+03]
 [ 1.300e+01 -7.000e+00 -1.022e+03]]"
M02_OP05_good_Aug_2019_M02_Aug_2019_OP05_008,M02,OP05,good,Aug_2019,M02_Aug_2019_OP05_008.h5,"[[   15.     3. -1020.]
 [    9.    21. -1042.]
 [   11.    19. -1030.]
 ...
 [   19.    -5. -1036.]
 [   15.    15. -1040.]
 [   15.    15. -1030.]]"
M02_OP05_good_Aug_2019_M02_Aug_2019_OP05_009,M02,OP05,good,Aug_2019,M02_Aug_2019_OP05_009.h5,"[[   19.    11. -1050.]
 [    9.    19. -1028.]
 [   11.     0. -1032.]
 ...
 [   15.    25. -1030.]
 [   15.   -15. -1028.]
 [   17.    11. -1050.]]"
M02_OP05_good_Aug_2019_M02_Aug_2019_OP05_010,M02,OP05,good,Aug_2019,M02_Aug_2019_OP05_010.h5,"[[   15.    27. -1036.]
 [   17.    -3. -1034.]
 [   15.    13. -1038.]
 ...
 [   13.    25. -1040.]
 [    7.    68. -1024.]
 [   19.     3. -1026.]]"
M02_OP05_good_Aug_2019_M02_Aug_2019_OP05_011,M02,OP05,good,Aug_2019,M02_Aug_2019_OP05_011.h5,"[[ 1.900e+01  1.300e+01 -1.044e+03]
 [ 9.000e+00  9.000e+00 -1.038e+03]
 [ 1.900e+01  0.000e+00 -1.036e+03]
 ...
 [-1.000e+00 -7.000e+01 -1.013e+03]
 [-5.000e+00  4.000e+01 -1.034e+03]
 [ 2.100e+01 -1.110e+02 -1.015e+03]]"
M02_OP05_good_Aug_2019_M02_Aug_2019_OP05_012,M02,OP05,good,Aug_2019,M02_Aug_2019_OP05_012.h5,"[[ 1.900e+01 -7.000e+00 -1.026e+03]
 [ 9.000e+00  1.900e+01 -1.034e+03]
 [ 1.300e+01  0.000e+00 -1.030e+03]
 ...
 [ 7.000e+00 -1.000e+00 -1.038e+03]
 [-1.500e+01  2.700e+01 -1.044e+03]
 [ 9.000e+00 -1.000e+00 -1.015e+03]]"
M02_OP05_good_Aug_2019_M02_Aug_2019_OP05_013,M02,OP05,good,Aug_2019,M02_Aug_2019_OP05_013.h5,"[[ 1.100e+01  2.700e+01 -1.028e+03]
 [ 1.500e+01  1.000e+00 -1.024e+03]
 [ 1.900e+01  1.900e+01 -1.034e+03]
 ...
 [ 1.300e+01  2.100e+01 -1.032e+03]
 [ 9.000e+00  9.000e+00 -1.024e+03]
 [ 1.500e+01  3.000e+00 -1.036e+03]]"
M02_OP05_good_Aug_2019_M02_Aug_2019_OP05_014,M02,OP05,good,Aug_2019,M02_Aug_2019_OP05_014.h5,"[[   21.     9. -1040.]
 [   13.    27. -1030.]
 [   15.   -11. -1046.]
 ...
 [   13.    19. -1040.]
 [    7.     5. -1026.]
 [    9.    13. -1048.]]"
M02_OP05_good_Aug_2019_M02_Aug_2019_OP05_015,M02,OP05,good,Aug_2019,M02_Aug_2019_OP05_015.h5,"[[   15.   -13. -1020.]
 [    9.    19. -1030.]
 [    5.     3. -1022.]
 ...
 [    9.     5. -1024.]
 [   15.    15. -1038.]
 [    9.     9. -1026.]]"
M02_OP05_good_Aug_2019_M02_Aug_2019_OP05_016,M02,OP05,good,Aug_2019,M02_Aug_2019_OP05_016.h5,"[[ 2.100e+01  0.000e+00 -1.030e+03]
 [ 9.000e+00  2.100e+01 -1.032e+03]
 [ 9.000e+00  0.000e+00 -1.034e+03]
 ...
 [ 7.000e+00  5.000e+01 -1.036e+03]
 [ 1.300e+01  1.000e+00 -1.032e+03]
 [ 0.000e+00  6.400e+01 -1.024e+03]]"
M02_OP05_good_Aug_2019_M02_Aug_2019_OP05_017,M02,OP05,good,Aug_2019,M02_Aug_2019_OP05_017.h5,"[[   11.     3. -1030.]
 [   17.    13. -1030.]
 [   11.    31. -1024.]
 ...
 [    9.    23. -1042.]
 [   17.   -13. -1018.]
 [    9.    25. -1052.]]"
M02_OP05_good_Aug_2020_M02_Aug_2020_OP05_000,M02,OP05,good,Aug_2020,M02_Aug_2020_OP05_000.h5,"[[   19   -23 -1020]
 [    9    40 -1044]
 [   11   -15 -1013]
 ...
 [   11    -9 -1016]
 [   17     9 -1048]
 [   11    25 -1030]]"
M02_OP05_good_Aug_2020_M02_Aug_2020_OP05_001,M02,OP05,good,Aug_2020,M02_Aug_2020_OP05_001.h5,"[[    9    -3 -1020]
 [   17    -3 -1036]
 [    7    33 -1028]
 ...
 [    5    31 -1020]
 [   11    -5 -1028]
 [   13    42 -1040]]"
M02_OP05_good_Aug_2020_M02_Aug_2020_OP05_002,M02,OP05,good,Aug_2020,M02_Aug_2020_OP05_002.h5,"[[    5    40 -1044]
 [    9   -23 -1024]
 [   11    35 -1054]
 ...
 [    3    37 -1022]
 [   21    -9 -1044]
 [    1    21 -1050]]"
M02_OP05_good_Aug_2020_M02_Aug_2020_OP05_003,M02,OP05,good,Aug_2020,M02_Aug_2020_OP05_003.h5,"[[   23   -33 -1034]
 [   19    33 -1044]
 [   21   -11 -1030]
 ...
 [    9    23 -1022]
 [   21    58 -1048]
 [   -3    76 -1028]]"
M02_OP05_good_Aug_2021_M02_Aug_2021_OP05_000,M02,OP05,good,Aug_2021,M02_Aug_2021_OP05_000.h5,"[[    3   -17 -1038]
 [    9     3 -1040]
 [    1    37 -1016]
 ...
 [   15   -29 -1036]
 [    3    11 -1044]
 [   -9     0 -1040]]"
M02_OP05_good_Aug_2021_M02_Aug_2021_OP05_001,M02,OP05,good,Aug_2021,M02_Aug_2021_OP05_001.h5,"[[    7     3 -1020]
 [   17    -3 -1048]
 [   -5    42 -1016]
 ...
 [   -7    33 -1026]
 [    9    -9 -1036]
 [    7    19 -1032]]"
M02_OP05_good_Feb_2019_M02_Feb_2019_OP05_000,M02,OP05,good,Feb_2019,M02_Feb_2019_OP05_000.h5,"[[ 1.900e+01  1.000e+00 -1.044e+03]
 [ 1.700e+01 -5.000e+00 -1.056e+03]
 [ 7.000e+00  2.300e+01 -1.059e+03]
 ...
 [ 1.500e+01  2.500e+01 -1.054e+03]
 [-5.000e+00  7.000e+00 -1.042e+03]
 [ 3.000e+00  7.000e+00 -1.052e+03]]"
M02_OP05_good_Feb_2020_M02_Feb_2020_OP05_000,M02,OP05,good,Feb_2020,M02_Feb_2020_OP05_000.h5,"[[    9    15 -1015]
 [    7     3 -1028]
 [    9    27 -1036]
 ...
 [   13    27 -1030]
 [   17     0 -1026]
 [    5    29 -1038]]"
M02_OP05_good_Feb_2020_M02_Feb_2020_OP05_001,M02,OP05,good,Feb_2020,M02_Feb_2020_OP05_001.h5,"[[   19    33 -1048]
 [   15    -3 -1034]
 [   19     9 -1040]
 ...
 [   19    35 -1032]
 [   11    -9 -1022]
 [   17    29 -1034]]"
M02_OP05_good_Feb_2020_M02_Feb_2020_OP05_002,M02,OP05,good,Feb_2020,M02_Feb_2020_OP05_002.h5,"[[   21   -17 -1030]
 [   15    46 -1030]
 [   19   -17 -1015]
 ...
 [   13    19 -1034]
 [   13    -3 -1030]
 [    9    35 -1036]]"
M02_OP05_good_Feb_2020_M02_Feb_2020_OP05_003,M02,OP05,good,Feb_2020,M02_Feb_2020_OP05_003.h5,"[[   11    13 -1024]
 [   19    15 -1034]
 [    9    17 -1032]
 ...
 [    5    39 -1046]
 [   21    -5 -1015]
 [   25    23 -1052]]"
M02_OP05_good_Feb_2020_M02_Feb_2020_OP05_004,M02,OP05,good,Feb_2020,M02_Feb_2020_OP05_004.h5,"[[    9    -5 -1026]
 [    9    15 -1034]
 [    9    29 -1032]
 ...
 [    9    11 -1016]
 [   21     7 -1036]
 [    5    23 -1028]]"
M02_OP05_good_Feb_2020_M02_Feb_2020_OP05_005,M02,OP05,good,Feb_2020,M02_Feb_2020_OP05_005.h5,"[[   11    35 -1028]
 [   19    -3 -1020]
 [   15    29 -1048]
 ...
 [   11     9 -1026]
 [   19     9 -1036]
 [   13    23 -1034]]"
